0x1FC1D2E30000	"FRRECSPN"
0x1FC1D2E363EA	"SWS系统不可用"
0x1FC1D2E363EB	"E-PT系统不可用"
0x1FC1D2E363EC	"选择系统DTC说明以使用该功能"
0x1FC1D2E363ED	"SRS/SWS"
0x1FC1D2E363EE	"SRS/弹起式发动机盖"
0x1FC1D2E363EF	"与PGM-FI ECU通信"
0x1FC1D2E363F0	"接收到的CAN使用负响应0x%x。"
0x1FC1D2E363F1	"CAN_4WD1_1"
0x1FC1D2E363F2	"CAN_4WD1_2"
0x1FC1D2E363F3	"CAN_4WD1_4"
0x1FC1D2E363F4	"CAN_4WD2_1"
0x1FC1D2E363F5	"CAN_4WD2_2"
0x1FC1D2E363F6	"CAN_4WD2_4"
0x1FC1D2E363F7	"CAN_4WD_1"
0x1FC1D2E363F8	"CAN_4WD_2"
0x1FC1D2E363F9	"CAN_4WD_4"
0x1FC1D2E363FA	"所有传感器"
0x1FC1D2E363FB	"制动摩擦片维护模式"
0x1FC1D2E363FC	"CAN_ACC1_1"
0x1FC1D2E363FD	"CAN_ACC1_2"
0x1FC1D2E363FE	"CAN_ACC1_4"
0x1FC1D2E363FF	"CAN_ACC2_1"
0x1FC1D2E36400	"风扇3"
0x1FC1D2E36401	"中速"
0x1FC1D2E36402	"低速"
0x1FC1D2E36403	"高速"
0x1FC1D2E36404	"中速"
0x1FC1D2E36405	"停止"
0x1FC1D2E36406	"高速"
0x1FC1D2E36407	"评估"
0x1FC1D2E36408	"停止"
0x1FC1D2E36409	"如果风扇的所有测试的状态为“良好”，则表明该风扇能够正常工作。"
0x1FC1D2E3640A	"评估"
0x1FC1D2E3640B	"如果显示“不良”，则您至少需要执行一次故障排除。"
0x1FC1D2E3640C	"如果风扇的所有测试的状态为“良好”，则表明该风扇能够正常工作。"
0x1FC1D2E3640D	"良好"
0x1FC1D2E3640E	"只要有一次显示为“不良”，则需要执行故障排除。"
0x1FC1D2E3640F	"不良"
0x1FC1D2E36410	"良好"
0x1FC1D2E36411	"不良"
0x1FC1D2E36412	"蓄电池盒温度不符合条件。"
0x1FC1D2E36413	"蓄电池盒温度不正确。"
0x1FC1D2E36414	"蓄电池盒温度："
0x1FC1D2E36415	"蓄电池盒温度："
0x1FC1D2E36416	"请冷却高压蓄电池。"
0x1FC1D2E36417	"低"
0x1FC1D2E36418	"低"
0x1FC1D2E36419	"800rpm或以上"
0x1FC1D2E3641A	"超过600rpm"
0x1FC1D2E3641B	"超过800RPM"
0x1FC1D2E3641C	"中"
0x1FC1D2E3641D	"中"
0x1FC1D2E3641E	"2200rpm或以上"
0x1FC1D2E3641F	"2200rpm或以上"
0x1FC1D2E36420	"高"
0x1FC1D2E36421	"过高"
0x1FC1D2E36422	"2800rpm或以上"
0x1FC1D2E36423	"2800rpm或以上"
0x1FC1D2E36424	"停止"
0x1FC1D2E36425	"停止"
0x1FC1D2E36426	"0rpm"
0x1FC1D2E36427	"0rpm"
0x1FC1D2E36428	"正在测试中。请等待约10秒钟。"
0x1FC1D2E36429	"正在测试中。请等待大约15秒钟。"
0x1FC1D2E3642A	"所需风扇转速："
0x1FC1D2E3642B	"所需风扇转速："
0x1FC1D2E3642C	"目标风扇转速："
0x1FC1D2E3642D	"目标风扇转速："
0x1FC1D2E3642E	"实际风扇1转速："
0x1FC1D2E3642F	"实际风扇1转速："
0x1FC1D2E36430	"实际风扇2转速："
0x1FC1D2E36431	"风扇2实际转速："
0x1FC1D2E36432	"风扇3实际转速："
0x1FC1D2E36433	"蓄电池风扇测试"
0x1FC1D2E36434	"蓄电池风扇测试"
0x1FC1D2E36435	"蓄电池冷却风扇测试"
0x1FC1D2E36436	"蓄电池传感器ID"
0x1FC1D2E36437	"蓄电池传感器ID"
0x1FC1D2E36438	"BCM（蓄电池状态监控器）监控信息1"
0x1FC1D2E36439	"BCM（蓄电池状态监控器）监控信息2"
0x1FC1D2E3643A	"BCM（蓄电池状态监控器）监控信息3"
0x1FC1D2E3643B	"电瓶功率"
0x1FC1D2E3643C	"高压蓄电池充电状态"
0x1FC1D2E3643D	"通过电瓶传感器重新设置"
0x1FC1D2E3643E	"蓄电池传感器重置检测信息"
0x1FC1D2E3643F	"IMA蓄电池温度传感器1电压"
0x1FC1D2E36440	"IMA蓄电池温度传感器2电压"
0x1FC1D2E36441	"IMA蓄电池温度传感器3电压"
0x1FC1D2E36442	"蓄电池模块电流"
0x1FC1D2E36443	"BATTEMP"
0x1FC1D2E36444	"蓄电池"
0x1FC1D2E36445	"蓄电池"
0x1FC1D2E36446	"蓄电池"
0x1FC1D2E36447	"蓄电池"
0x1FC1D2E36448	"蓄电池电流"
0x1FC1D2E36449	"蓄电池"
0x1FC1D2E3644A	"蓄电池模块"
0x1FC1D2E3644B	"蓄电池温度"
0x1FC1D2E3644C	"蓄电池温度-1"
0x1FC1D2E3644D	"蓄电池温度-2"
0x1FC1D2E3644E	"蓄电池温度-3"
0x1FC1D2E3644F	"蓄电池温度-4"
0x1FC1D2E36450	"蓄电池电压"
0x1FC1D2E36451	"12伏蓄电池性能衰退"
0x1FC1D2E36452	"电瓶管理调查信息（7）"
0x1FC1D2E36453	"12V蓄电池性能退化状态"
0x1FC1D2E36454	"蓄电池电压过高"
0x1FC1D2E36455	"蓄电池电压过低"
0x1FC1D2E36456	"蓄电池电压"
0x1FC1D2E36457	"蓄电池电压"
0x1FC1D2E36458	"蓄电池电压"
0x1FC1D2E36459	"蓄电池电压"
0x1FC1D2E3645A	"蓄电池电压"
0x1FC1D2E3645B	"蓄电池电压"
0x1FC1D2E3645C	"电动驻车制动器左侧电机电源"
0x1FC1D2E3645D	"左侧驻车制动器执行器电机电源电压"
0x1FC1D2E3645E	"电动驻车制动器右侧电机电源"
0x1FC1D2E3645F	"右侧驻车制动器执行器电机电源电压"
0x1FC1D2E36460	"蓄电池电压"
0x1FC1D2E36461	"“中性点设定”将SAS[转向角传感器]的当前输出设定为零点。"
0x1FC1D2E36462	"中心点设定"
0x1FC1D2E36463	"存在DTC！"
0x1FC1D2E36464	"此车维修后请运行该测试。"
0x1FC1D2E36465	"测试条件"
0x1FC1D2E36466	"1. 点火开关打开（II），但不起动发动机"
0x1FC1D2E36467	"2. 将前轮置于向前直行位置。"
0x1FC1D2E36468	"3. 将方向盘保持处于“2”状态。"
0x1FC1D2E36469	"状态不符！\n\n1. 点火开关打开（II），但停止发动机。"
0x1FC1D2E3646A	"现在写入。"
0x1FC1D2E3646B	"等待几秒钟。"
0x1FC1D2E3646C	"“中性点设定”已经完成。"
0x1FC1D2E3646D	"“中性点设定”失败。"
0x1FC1D2E3646E	"在确定风箱可能失效后，再次执行“中性点设定”。"
0x1FC1D2E3646F	"确定转向位置"
0x1FC1D2E36470	"SAS故障"
0x1FC1D2E36471	"SAS和ECU之间的CAN线路断路或短路"
0x1FC1D2E36472	"关闭点火开关。"
0x1FC1D2E36473	"打开点火开关。"
0x1FC1D2E36474	"在该测试中，必需用手转动车轮。"
0x1FC1D2E36475	"顶高此车并用支座支撑。"
0x1FC1D2E36476	" 测试结束。"
0x1FC1D2E36477	" 您是否希望再次测试？"
0x1FC1D2E36478	" 请勿在30分钟内再次执行该测试。"
0x1FC1D2E36479	" 该等待时间可让VSA电磁阀冷却下来。"
0x1FC1D2E3647A	" 测试条件已满足。"
0x1FC1D2E3647B	" 当下一屏幕上的条形图为绿色时，确认可用手转动%s车轮。"
0x1FC1D2E3647C	" 当下一屏幕上的条形图为红色时，确认%s车轮锁止。"
0x1FC1D2E3647D	" 转至%s车轮的前部。"
0x1FC1D2E3647E	" 按[确定]键起动%s VSA（车辆稳定辅助）功能测试。"
0x1FC1D2E3647F	" %s车轮状态"
0x1FC1D2E36480	" 锁止"
0x1FC1D2E36481	" 自由转动"
0x1FC1D2E36482	"[注意]\n其它车轮也将会稍微锁止，但这是正常的。"
0x1FC1D2E36483	" 左前"
0x1FC1D2E36484	" 右前"
0x1FC1D2E36485	" 左后"
0x1FC1D2E36486	" 右后"
0x1FC1D2E36487	"发生通信错误。该测试将被终止。"
0x1FC1D2E36488	" 左前VSA电磁阀测试"
0x1FC1D2E36489	" 左后VSA电磁阀测试"
0x1FC1D2E3648A	" 右前VSA电磁阀测试"
0x1FC1D2E3648B	" 右后VSA电磁阀测试"
0x1FC1D2E3648C	"电容器控制系统(EDLC)"
0x1FC1D2E3648D	"BBP传感器"
0x1FC1D2E3648E	"BBP传感器"
0x1FC1D2E3648F	"B6桥接器HCA1（LCU桥接器状态温度过高）"
0x1FC1D2E36490	"B6桥接器HCA2（LCU桥接器状态温度过高）"
0x1FC1D2E36491	"选择“显示所有DTC”按钮"
0x1FC1D2E36492	"信息"
0x1FC1D2E36493	"该测试失败。"
0x1FC1D2E36494	"正在测试中...\n\n如果您想停止测试，按下[确定]。"
0x1FC1D2E36495	"执行器已启动。"
0x1FC1D2E36496	"正在测试中...\n\n在车辆显示器上，该数字首先是亮的然后逐渐变暗。\n\n如果打算停止测试，按[确定]键。"
0x1FC1D2E36497	"正在测试中...\n\n如果打算停止测试，按[确定]键。\n\n在测试周期结束时，刮水器可能不在中性位置/停用位置。这是正常的。"
0x1FC1D2E36498	"本车不支持该功能。"
0x1FC1D2E36499	"B-CAN（控制局域网）类型"
0x1FC1D2E3649A	"BCAN数据 - 30[℃]"
0x1FC1D2E3649B	"BCAP"
0x1FC1D2E3649C	"高压蓄电池可用容量"
0x1FC1D2E3649D	"高压蓄电池可用容量"
0x1FC1D2E3649E	"高压蓄电池可用容量"
0x1FC1D2E3649F	"高压蓄电池可用容量"
0x1FC1D2E364A0	"高压蓄电池可用容量"
0x1FC1D2E364A1	"高压蓄电池可用容量"
0x1FC1D2E364A2	"高压蓄电池可用容量"
0x1FC1D2E364A3	"IMA蓄电池可用容量"
0x1FC1D2E364A4	"按[确定]键，清除仪表控制模块DTC。"
0x1FC1D2E364A5	"注意：如果未清除显示器面板控制装置的DTC，应执行该步骤。"
0x1FC1D2E364A6	"1. 请按下并保持后窗除雾器、再循环开关、和助手席侧温度上升（热）控制按钮。"
0x1FC1D2E364A7	"2. 继续保持按钮时，转动点火开关到加速（I）位置。"
0x1FC1D2E364A8	"3.保持开关6秒钟，然后松开。"
0x1FC1D2E364A9	"没有导航系统：如果收音机打开时，当正在重新设置时显示器面板控制装置屏幕将闪烁。"
0x1FC1D2E364AA	"有导航系统：如果收音机打开时，当显示器面板正在重新设置时自动HVAC副显示时钟将闪烁。时钟重设为1:00。"
0x1FC1D2E364AB	"确认左侧和右侧滑动车门已关闭，然后按[确定]键。"
0x1FC1D2E364AC	"车身电气集成控制系统(BODY ELECTRICAL)"
0x1FC1D2E364AD	"BCM通信"
0x1FC1D2E364AE	"BCM模块"
0x1FC1D2E364AF	"BCM（蓄电池状态监控器）"
0x1FC1D2E364B0	"该模式检查前部面板的显示照明。\n检测仪指令前部面板模块进行驱动。"
0x1FC1D2E364B1	"TFT-LCD背光（带导航）"
0x1FC1D2E364B2	"字段型LCD背光（不带导航）"
0x1FC1D2E364B3	"副显示器字段型LCD背光（带导航）"
0x1FC1D2E364B4	" <退出>"
0x1FC1D2E364B5	"前显示器面板"
0x1FC1D2E364B6	"该模式检查前部面板模块。"
0x1FC1D2E364B7	"按[确定]键开始测试。"
0x1FC1D2E364B8	"该测试失败。"
0x1FC1D2E364B9	"检查系统是否正常，并再次尝试。"
0x1FC1D2E364BA	"前部面板模块正常。"
0x1FC1D2E364BB	"前部面板模块故障。"
0x1FC1D2E364BC	"关闭点火开关。"
0x1FC1D2E364BD	"打开点火开关。"
0x1FC1D2E364BE	"此检查将需要数秒钟时间。\n请等待"
0x1FC1D2E364BF	"前显示器面板"
0x1FC1D2E364C0	"ECU副电路内充气泵电压数据"
0x1FC1D2E364C1	"被停用发动机气缸的编号"
0x1FC1D2E364C2	"检查确保变速箱处于N档。"
0x1FC1D2E364C3	"关闭所有电气装置"
0x1FC1D2E364C4	"测试过程中不要踩下油门、制动和离合器踏板"
0x1FC1D2E364C5	"发动机转速"
0x1FC1D2E364C6	"涡轮增压器增压连续负荷"
0x1FC1D2E364C7	"MAP传感器"
0x1FC1D2E364C8	"涡轮增压器可变喷嘴位置"
0x1FC1D2E364C9	"电瓶管理调查信息（3）"
0x1FC1D2E364CA	"通过外部电源进行蓄电池盲充"
0x1FC1D2E364CB	"MPCS/MICU/IMOES的注册已完成"
0x1FC1D2E364CC	"MPCS/MICU/IMOES的注册已失败"
0x1FC1D2E364CD	"校正前"
0x1FC1D2E364CE	"开始添加1把钥匙"
0x1FC1D2E364CF	"开始添加钥匙"
0x1FC1D2E364D0	"开始取消"
0x1FC1D2E364D1	"开始重新设定"
0x1FC1D2E364D2	"开始删除钥匙"
0x1FC1D2E364D3	"开始注册防起动装置代码"
0x1FC1D2E364D4	"开始注册防起动装置"
0x1FC1D2E364D5	"开始注册钥匙"
0x1FC1D2E364D6	"开始用1把钥匙更换"
0x1FC1D2E364D7	"开始更换ECM/PCM"
0x1FC1D2E364D8	"开始重新设定"
0x1FC1D2E364D9	"开始重新设定钥匙"
0x1FC1D2E364DA	"电瓶风扇返回信号"
0x1FC1D2E364DB	"电瓶风扇指令"
0x1FC1D2E364DC	"制动液液位"
0x1FC1D2E364DD	"制动液位开关状态"
0x1FC1D2E364DE	"车顶控制台的LED。"
0x1FC1D2E364DF	"在执行口令清除之前一定要确保以下条件。"
0x1FC1D2E364E0	"- 将已注册的电话移出车辆。"
0x1FC1D2E364E1	"- 请勿登录到HF模式。"
0x1FC1D2E364E2	"注意；"
0x1FC1D2E364E3	"副显示器上再单元处于HF模式时显示“HF LINK”或“TEL”或“HANDS FREE LINK”。"
0x1FC1D2E364E4	"左侧动力滑动车门"
0x1FC1D2E364E5	"右侧动力滑动车门"
0x1FC1D2E364E6	"左侧PSD驱动电机 - 打开"
0x1FC1D2E364E7	"左侧PSD驱动电机 - 关闭"
0x1FC1D2E364E8	"左侧PSD离合器释放"
0x1FC1D2E364E9	"左侧PSD释放执行器"
0x1FC1D2E364EA	"左侧PSD关闭电机"
0x1FC1D2E364EB	"左侧PSD蜂鸣器"
0x1FC1D2E364EC	" <退出>"
0x1FC1D2E364ED	"正在测试中...\n\n如果您想停止测试，按下[确定]"
0x1FC1D2E364EE	"右侧PSD驱动电机 - 打开"
0x1FC1D2E364EF	"右侧PSD驱动电机 - 关闭"
0x1FC1D2E364F0	"右侧PSD离合器释放"
0x1FC1D2E364F1	"右侧PSD释放执行器"
0x1FC1D2E364F2	"右侧PSD关闭电机"
0x1FC1D2E364F3	"右侧PSD蜂鸣器"
0x1FC1D2E364F4	"1.LED（在车顶控制台上）"
0x1FC1D2E364F5	"用螺丝刀将车门背面的后部锁销总成从全锁位置推到半锁位置。"
0x1FC1D2E364F6	"（当车门达到半锁位置后，车门会被自动拉入到全锁位置。）"
0x1FC1D2E364F7	"锁销自动拉入全锁位置后按[确定]。"
0x1FC1D2E364F8	"操作外部把手，确认转向不太费力。"
0x1FC1D2E364F9	"（因为关闭电机操作不正确而使电机不能回到初始位置，转向运动引起关闭电机的机械连接松开，从而导致转向沉重。）"
0x1FC1D2E364FA	"按[确定]键结束测试。"
0x1FC1D2E364FB	"前部除冰装置"
0x1FC1D2E364FC	"左侧滑动门锁"
0x1FC1D2E364FD	"左侧滑动门解锁"
0x1FC1D2E364FE	"退出。"
0x1FC1D2E364FF	"左侧滑动车门锁止/解锁"
0x1FC1D2E36500	"免钥匙蜂鸣器"
0x1FC1D2E36501	"CMBS（CMS）指示器"
0x1FC1D2E36502	"A/T齿轮档位指示器（M）"
0x1FC1D2E36503	"电动座椅指示器"
0x1FC1D2E36504	"电动座椅"
0x1FC1D2E36505	"电动后视镜"
0x1FC1D2E36506	"转向柱电机"
0x1FC1D2E36507	"天窗"
0x1FC1D2E36508	"安全指示器"
0x1FC1D2E36509	"请注意更新车身电气连接单元列表要求重新启动深圳富士伟业本田智能诊断程序。"
0x1FC1D2E3650A	"多功能信息显示装置"
0x1FC1D2E3650B	"仪表控制模块（诊断CAN）"
0x1FC1D2E3650C	"平视显示器（诊断CAN）"
0x1FC1D2E3650D	"B-CAN控制单元"
0x1FC1D2E3650E	"Parking Sensor (Diag-CAN)"
0x1FC1D2E3650F	" 自动刮水器"
0x1FC1D2E36510	"本车辆不支持维护提示系统。"
0x1FC1D2E36511	"本车不支持该功能。"
0x1FC1D2E36512	"请检查系统然后重试。\n请注意确保i-MID保养提醒显示不会在您使用深圳富士伟业本田智能诊断程序测试的同时启动。"
0x1FC1D2E36513	"操作正在运行..."
0x1FC1D2E36514	"维护提示装置项目复位步骤已经成功完成。"
0x1FC1D2E36515	"自动变速箱"
0x1FC1D2E36516	"后部差速器"
0x1FC1D2E36517	"操作正在运行..."
0x1FC1D2E36518	"是否希望继续？"
0x1FC1D2E36519	"获取维护提示装置项目数据..."
0x1FC1D2E3651A	"注意：如果仪表单元的多信息显示在此操作期间自动改变为另一功能，则并不表示仪表单元有故障。"
0x1FC1D2E3651B	"注意！"
0x1FC1D2E3651C	"如果您在日期设置错误的情况下执行该功能，则仪表单元将计算错误的剩余天数，并且该参数将无法修正。"
0x1FC1D2E3651D	"深圳富士伟业本田智能诊断程序识别下述格式的当天日期。\n\n%s（DD/MM/YYYY）"
0x1FC1D2E3651E	"该数值正确吗？"
0x1FC1D2E3651F	"请重新设置您计算机的日期设置，然后再试一次。"
0x1FC1D2E36520	"此功能只在日期计算需要修改时才执行。"
0x1FC1D2E36521	"是否希望继续？"
0x1FC1D2E36522	"日期调整已完成。"
0x1FC1D2E36523	"日期调整未完成。"
0x1FC1D2E36524	"此功能调整仪表装置计算的消逝时间数据。"
0x1FC1D2E36525	"日期调整已完成。"
0x1FC1D2E36526	"日期调整未完成。"
0x1FC1D2E36527	"如果维护提示装置项目需要复位，则选择项目并按下[确定]按钮。"
0x1FC1D2E36528	"维护提示装置项目"
0x1FC1D2E36529	"剩余距离"
0x1FC1D2E3652A	"剩余天数"
0x1FC1D2E3652B	"是否确定要复位以下项目的历史？"
0x1FC1D2E3652C	"维护提示装置项目已经复位。"
0x1FC1D2E3652D	"日期检查"
0x1FC1D2E3652E	"维护提示装置"
0x1FC1D2E3652F	"单元更换"
0x1FC1D2E36530	"设置"
0x1FC1D2E36531	"起动维护提示装置"
0x1FC1D2E36532	"停止维护提示装置"
0x1FC1D2E36533	"重启维护提示装置"
0x1FC1D2E36534	"日期调整"
0x1FC1D2E36535	"维护提示装置"
0x1FC1D2E36536	"重启顺序正在进行中..."
0x1FC1D2E36537	"仅在帮助屏幕中列出的这些国家中才支持维护提示系统。"
0x1FC1D2E36538	"本车辆是否主要在这些国家中使用？"
0x1FC1D2E36539	"维护提示系统已经起动。"
0x1FC1D2E3653A	"维护提示系统已经正确起动。"
0x1FC1D2E3653B	"检查维护提示功能是否显示在多信息显示屏中。"
0x1FC1D2E3653C	"在您所选的国家中并不支持维护提示系统。"
0x1FC1D2E3653D	"请选择车辆主要使用在哪个国家。"
0x1FC1D2E3653E	"注意；此设置并不是您的经销商地址。"
0x1FC1D2E3653F	"奥地利"
0x1FC1D2E36540	"白俄罗斯"
0x1FC1D2E36541	"比利时"
0x1FC1D2E36542	"波斯尼亚和黑塞哥维那"
0x1FC1D2E36543	"保加利亚"
0x1FC1D2E36544	"克罗地亚"
0x1FC1D2E36545	"捷克共和国"
0x1FC1D2E36546	"爱沙尼亚"
0x1FC1D2E36547	"芬兰"
0x1FC1D2E36548	"法国"
0x1FC1D2E36549	"德国"
0x1FC1D2E3654A	"希腊"
0x1FC1D2E3654B	"匈牙利"
0x1FC1D2E3654C	"意大利"
0x1FC1D2E3654D	"拉脱维亚"
0x1FC1D2E3654E	"立陶宛"
0x1FC1D2E3654F	"卢森堡"
0x1FC1D2E36550	"马其顿"
0x1FC1D2E36551	"荷兰"
0x1FC1D2E36552	"挪威"
0x1FC1D2E36553	"波兰"
0x1FC1D2E36554	"葡萄牙"
0x1FC1D2E36555	"罗马尼亚"
0x1FC1D2E36556	"俄罗斯"
0x1FC1D2E36557	"塞尔维亚"
0x1FC1D2E36558	"斯洛伐克"
0x1FC1D2E36559	"斯洛文尼亚"
0x1FC1D2E3655A	"西班牙"
0x1FC1D2E3655B	"瑞典"
0x1FC1D2E3655C	"瑞士"
0x1FC1D2E3655D	"乌克兰"
0x1FC1D2E3655E	"英国"
0x1FC1D2E3655F	"其他"
0x1FC1D2E36560	"丹麦"
0x1FC1D2E36561	"直布罗陀"
0x1FC1D2E36562	"大加那里岛"
0x1FC1D2E36563	"冰岛"
0x1FC1D2E36564	"爱尔兰"
0x1FC1D2E36565	"列支敦士登"
0x1FC1D2E36566	"摩纳哥"
0x1FC1D2E36567	"特内里费"
0x1FC1D2E36568	"安道尔"
0x1FC1D2E36569	"圣马力诺"
0x1FC1D2E3656A	"梵蒂冈"
0x1FC1D2E3656B	"休达"
0x1FC1D2E3656C	"梅利利亚"
0x1FC1D2E3656D	"停止顺序正在进行中..."
0x1FC1D2E3656E	"注意！"
0x1FC1D2E3656F	"此功能将停止维护提示系统功能。"
0x1FC1D2E36570	"维护提示系统在停止后不能重启。"
0x1FC1D2E36571	"是否希望继续？"
0x1FC1D2E36572	"该功能将机油寿命数据复位至初始设置。"
0x1FC1D2E36573	"只有在已更换单元总成的情况下才需要该功能。"
0x1FC1D2E36574	"后部差速器"
0x1FC1D2E36575	"维护提示装置极限值将复位至初始设置。"
0x1FC1D2E36576	"您确定要执行复位吗？"
0x1FC1D2E36577	"维护提示装置项目已经复位。"
0x1FC1D2E36578	"准备"
0x1FC1D2E36579	"CVT油液维护数据写入尝试已失败。"
0x1FC1D2E3657A	"CVT油液寿命复位"
0x1FC1D2E3657B	"B1152 - 检测到仪表控制模块内部错误（EEPROM错误）。"
0x1FC1D2E3657C	"当该DTC储存于仪表控制模块后，数据将不会被传输。"
0x1FC1D2E3657D	"请稍候。"
0x1FC1D2E3657E	"维护提示装置"
0x1FC1D2E3657F	"-3度"
0x1FC1D2E36580	"-2度"
0x1FC1D2E36581	"-1度"
0x1FC1D2E36582	"0度"
0x1FC1D2E36583	"+1度"
0x1FC1D2E36584	"+2度"
0x1FC1D2E36585	"+3度"
0x1FC1D2E36586	"该模式检查CMBS（CMS）指示灯的照明。\n测试仪将指令仪表单元使该灯亮起。"
0x1FC1D2E36587	"CMBS（CMS）指示灯"
0x1FC1D2E36588	"该模式检查里程表。\n检测仪将指令仪表单元使里程表显示所要求的数值。（输入需要显示的数字。123将显示为123.0）"
0x1FC1D2E36589	"该模式检查AT（M）指示器的照明。\n\n按[确定]键"
0x1FC1D2E3658A	"检测仪向仪表电控单元发出灯亮的指令。\n\n按[确定]键"
0x1FC1D2E3658B	"AT档位指示器（M）"
0x1FC1D2E3658C	"该模式检查前部雾灯指示器亮度。"
0x1FC1D2E3658D	"前部雾灯"
0x1FC1D2E3658E	"该检测仪指令仪表ECU工作。"
0x1FC1D2E3658F	"打开10秒钟"
0x1FC1D2E36590	"前部雾灯"
0x1FC1D2E36591	"注意\n在操作“1”中，深圳富士伟业本田智能诊断程序将读取仪表控制模块的数据。\n在操作“2”中，在操作“1”中读取的数据将被写入新的仪表控制模块。\n在操作“3”中，被锁止的仪表控制模块将被释放可以使用。"
0x1FC1D2E36592	"注意\n\n在更换仪表控制模块之前应先执行此功能。\n在读取数据之后，将不能使用COMBI仪表控制模块。"
0x1FC1D2E36593	"维护提示装置数据加载失败。"
0x1FC1D2E36594	"维护提示装置数据加载失败。"
0x1FC1D2E36595	"深圳富士伟业本田智能诊断程序已加载完成COMBI仪表单元中的所有数据。"
0x1FC1D2E36596	"更换COMBI仪表单元并执行“写入数据”功能。"
0x1FC1D2E36597	"完成"
0x1FC1D2E36598	"仍然存在不同的数据。"
0x1FC1D2E36599	"您希望继续吗？"
0x1FC1D2E3659A	"发生通信故障。深圳富士伟业本田智能诊断程序获取维护提示装置数据失败。"
0x1FC1D2E3659B	"Pax轮胎数据加载失败。"
0x1FC1D2E3659C	"存在另一车辆的里程表数据。"
0x1FC1D2E3659D	"确保没有车辆需要完成写入数据步骤。"
0x1FC1D2E3659E	"如果您选择[YES]键，则先前数据将会丢失。"
0x1FC1D2E3659F	"您希望继续吗？"
0x1FC1D2E365A0	"VIN%s"
0x1FC1D2E365A1	"读取数据"
0x1FC1D2E365A2	"写入数据"
0x1FC1D2E365A3	"锁止释放"
0x1FC1D2E365A4	"条件1：从原来安装的仪表控制模块中读取数据已完成。\n条件2：已安装一个新的仪表控制模块。\n\n这些条件是否满足？"
0x1FC1D2E365A5	"深圳富士伟业本田智能诊断程序没有该车的数据。"
0x1FC1D2E365A6	"在执行该功能之前运行“1.读取数据”。"
0x1FC1D2E365A7	"深圳富士伟业本田智能诊断程序没有该车的数据。"
0x1FC1D2E365A8	"在该执行功能之前应进行“1.读取数据”。"
0x1FC1D2E365A9	"在仪表里程中写入里程表数值了吗？"
0x1FC1D2E365AA	"深圳富士伟业本田智能诊断程序已完成写入数据。"
0x1FC1D2E365AB	"里程表数据正确写入而其他数据尚未写入。\n\n请再次尝试。"
0x1FC1D2E365AC	"完成"
0x1FC1D2E365AD	"深圳富士伟业本田智能诊断程序已完成将所有数据写入新的COMBI仪表单元。"
0x1FC1D2E365AE	"里程表数据正确写入，但快速保养数据写入失败。"
0x1FC1D2E365AF	"维护提示装置数据写入尝试已失败。"
0x1FC1D2E365B0	"PAX系统警告数据设置失败。"
0x1FC1D2E365B1	"Pax轮胎数据写入尝试已失败。"
0x1FC1D2E365B2	"写入维护提示装置数据..."
0x1FC1D2E365B3	"维护提示装置数据写入失败。"
0x1FC1D2E365B4	"请联系您当地的技术服务部门或咨询处以获取帮助。"
0x1FC1D2E365B5	"深圳富士伟业本田智能诊断程序写入里程表数值失败。\n\n请重试。"
0x1FC1D2E365B6	"已发生通信故障。"
0x1FC1D2E365B7	"ODO数据加载尝试已失败。"
0x1FC1D2E365B8	"ODO数据写入尝试已失败。"
0x1FC1D2E365B9	"CVT油液维护数据加载尝试已失败。"
0x1FC1D2E365BA	"在此模式下，检测仪从仪表控制模块中读取ODO数值。"
0x1FC1D2E365BB	"在此模式下，检测仪从连接到车辆上的原配仪表控制模块中读取ODO数值。"
0x1FC1D2E365BC	"现在不应安装新的替换仪表，以免损坏。"
0x1FC1D2E365BD	"连接到车辆上的仪表是否为原仪表？"
0x1FC1D2E365BE	"深圳富士伟业本田智能诊断程序读取安装在车辆中的仪表控制模块的数据。\n在此过程之后，当前数据将从仪表控制模块中清除且将不能被使用。仪表控制模块上将显示（------）。"
0x1FC1D2E365BF	"在继续之前确认已有更换的仪表总成。"
0x1FC1D2E365C0	"在继续之前检查F2标签，确认正确的VIN。"
0x1FC1D2E365C1	"该功能失败（通信故障）。"
0x1FC1D2E365C2	"再次尝试该功能。"
0x1FC1D2E365C3	"失效"
0x1FC1D2E365C4	"检查系统然后再次尝试。"
0x1FC1D2E365C5	"如果出现相同的问题，则请联系技术支持部门。"
0x1FC1D2E365C6	"是否为KM仪表单元？"
0x1FC1D2E365C7	"本车是否为05年款车型？"
0x1FC1D2E365C8	"保养提示装置"
0x1FC1D2E365C9	"重新设置"
0x1FC1D2E365CA	"历史"
0x1FC1D2E365CB	"本车不支持该功能。"
0x1FC1D2E365CC	"保养提示装置复位"
0x1FC1D2E365CD	"维修子项目1重新设置"
0x1FC1D2E365CE	"维修子项目2重新设置"
0x1FC1D2E365CF	"维修子项目3重新设置"
0x1FC1D2E365D0	"维修子项目4重新设置"
0x1FC1D2E365D1	"维修子项目5重新设置"
0x1FC1D2E365D2	"维修子项目6重新设置"
0x1FC1D2E365D3	"重新设置机油寿命与ATF"
0x1FC1D2E365D4	"重新设置机油寿命"
0x1FC1D2E365D5	"重新设置ATF"
0x1FC1D2E365D6	"更换变速箱后初始化"
